##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	HG002.hs37d5.60x.1.addrg.bam
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	1327219598
Sequences flagged as poor quality	0
Sequence length	148
%GC	39
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	32.15046478013203	34.0	31.0	34.0	30.0	34.0
2	32.34115010935817	34.0	31.0	34.0	30.0	34.0
3	32.38896832278391	34.0	31.0	34.0	31.0	34.0
4	35.80548900092417	37.0	35.0	37.0	35.0	37.0
5	35.747888431948844	37.0	35.0	37.0	35.0	37.0
6	35.776695160735564	37.0	36.0	37.0	35.0	37.0
7	35.77087915710539	37.0	36.0	37.0	35.0	37.0
8	35.774985596618656	37.0	36.0	37.0	35.0	37.0
9	37.49740360524724	39.0	38.0	39.0	35.0	39.0
10-14	37.78706873871825	39.4	38.2	39.4	35.2	39.4
15-19	38.93676118968822	41.0	39.0	41.0	35.2	41.0
20-24	38.94056817702295	41.0	39.0	41.0	35.0	41.0
25-29	38.82935456970249	41.0	39.0	41.0	34.8	41.0
30-34	38.69296469882296	41.0	39.0	41.0	34.0	41.0
35-39	38.537496268496184	41.0	38.0	41.0	34.0	41.0
40-44	38.38070799569372	40.2	38.0	41.0	33.6	41.0
45-49	38.16465510118243	40.0	38.0	41.0	33.0	41.0
50-54	37.95966482466001	40.0	38.0	41.0	32.8	41.0
55-59	37.71274006473796	40.0	37.2	41.0	32.0	41.0
60-64	37.37911268169806	40.0	36.4	41.0	31.2	41.0
65-69	36.87552444881845	39.0	35.4	41.0	31.0	41.0
70-74	36.241269444545985	38.0	35.0	40.4	30.0	41.0
75-79	35.48967725640832	36.6	35.0	39.2	30.0	41.0
80-84	34.66473617864706	35.6	34.0	37.6	29.0	39.4
85-89	33.935370533761514	35.0	34.0	36.4	29.0	38.2
90-94	33.422145737332606	35.0	34.0	35.8	29.0	36.8
95-99	33.12671408895214	35.0	34.0	35.0	29.0	36.0
100-104	32.35169997135621	34.6	32.8	34.8	27.2	35.4
105-109	32.87366702416641	35.0	34.0	35.0	28.6	36.0
110-114	32.90109508720501	35.0	34.0	35.0	29.0	36.0
115-119	32.8710855301882	35.0	34.0	35.0	29.0	35.6
120-124	32.807790458651745	35.0	34.0	35.0	28.2	35.0
125-129	32.7559227108399	35.0	34.0	35.0	27.0	35.0
130-134	32.68067580041868	35.0	34.0	35.0	27.0	35.0
135-139	32.61350314946148	35.0	34.0	35.0	27.0	35.0
140-144	32.5396755868278	35.0	34.0	35.0	26.4	35.0
145-148	32.18798852569385	34.75	33.25	35.0	24.5	35.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1110	40-44	-0.021921602237057414
1110	45-49	-0.05775132998593335
1110	50-54	-0.011306528909742042
1110	55-59	-0.02514393886588806
1110	60-64	-0.012563654935618729
1110	65-69	0.005733830145729257
1110	70-74	0.0010203745499879346
1110	75-79	0.02415497997819216
1110	80-84	0.028707087826617794
1110	85-89	0.03254726892205184
1110	90-94	0.03255567471217091
1110	95-99	0.026825131224669008
1110	100-104	0.01272720482526779
1110	105-109	0.043780394897652286
1110	110-114	0.03472026458241828
1110	115-119	0.03216579290384658
1110	120-124	0.05611546955710622
1110	125-129	0.055431520859045236
1110	130-134	0.07024308679179114
1110	135-139	0.07723161579753679
1110	140-144	0.09063279733149443
1110	145-148	0.048887815163865866
1111	1	-0.0681626210198587
1111	2	-0.057788190811507434
1111	3	-0.03520531093386836
1111	4	-0.03274157511253151
1111	5	-0.034131526831302494
1111	6	-0.039226292862643675
1111	7	-0.06655367314512972
1111	8	-0.05980030068961639
1111	9	-0.06682919132736487
1111	10-14	-0.061565761953708886
1111	15-19	-0.06901438378861968
1111	20-24	-0.0660854439967693
1111	25-29	-0.05616680981123068
1111	30-34	-0.07023005502707491
1111	35-39	-0.07203261040082509
1111	40-44	-0.0675854673456513
1111	45-49	-0.10848555057925324
1111	50-54	-0.06938450750626401
1111	55-59	-0.06677564938393488
1111	60-64	-0.03670305798191009
1111	65-69	-0.02162179884371085
1111	70-74	-0.045424004382375927
1111	75-79	-0.029252237168122974
1111	80-84	-0.019655210457848682
1111	85-89	-0.008384739165826716
1111	90-94	-0.0011136471818105065
1111	95-99	0.0022812694474225736
1111	100-104	-0.040781466632360264
1111	105-109	0.01921198371417887
1111	110-114	0.015398592786553422
1111	115-119	0.02435817400912299
1111	120-124	0.024747625316173583
1111	125-129	0.021991069606833946
1111	130-134	0.034059687763296154
1111	135-139	0.027914513459215584
1111	140-144	0.04340459978147493
1111	145-148	0.025280866515913658
1112	1	-0.018208027834162976
1112	2	-0.0391560406217053
1112	3	-0.058240840591786025
1112	4	-0.061345930012628
1112	5	-0.04158406069974774
1112	6	-0.07323536765066052
1112	7	-0.069622030387265
1112	8	-0.07923400214872345
1112	9	-0.0973090537302852
1112	10-14	-0.0679682708844851
1112	15-19	-0.053552959880867945
1112	20-24	-0.08049290915339213
1112	25-29	-0.06579922941341465
1112	30-34	-0.05911401546703843
1112	35-39	-0.05669874354266824
1112	40-44	-0.05758521703977948
1112	45-49	-0.07538339778640335
1112	50-54	-0.05774922209898392
1112	55-59	-0.05663433548054542
1112	60-64	-0.024513915942939946
1112	65-69	-0.015721166038979106
1112	70-74	-0.018471048188139605
1112	75-79	-2.8926247781413394E-4
1112	80-84	-1.2121711105095301E-4
1112	85-89	-0.011981360537951957
1112	90-94	0.001750533235714613
1112	95-99	-0.00254912399542917
1112	100-104	-0.009518442637123314
1112	105-109	0.016948240481212906
1112	110-114	0.007291502084925128
1112	115-119	0.03545918910695178
1112	120-124	0.03872838721580507
1112	125-129	0.044211416545216764
1112	130-134	0.03446127310634495
1112	135-139	0.05968380088235392
1112	140-144	0.05548382135867769
1112	145-148	0.04649101880163187
1113	1	-0.046664866067146704
1113	2	-0.0531771898939013
1113	3	-0.09007981778751173
1113	4	-0.07520291083840647
1113	5	-0.05415656778944111
1113	6	-0.07779836521100236
1113	7	-0.07943158571635678
1113	8	-0.07366663429119313
1113	9	-0.1008747120256075
1113	10-14	-0.09928983025345417
1113	15-19	-0.2776362343561871
1113	20-24	-0.13456657276321948
1113	25-29	-0.10025880864488812
1113	30-34	-0.11064803116726551
1113	35-39	-0.08789235606057844
1113	40-44	-0.1056950815251696
1113	45-49	-0.08376555754899329
1113	50-54	-0.07193719588502034
1113	55-59	-0.06871826459305197
1113	60-64	-0.0483193943047695
1113	65-69	-0.05500238619026021
1113	70-74	-0.04089516216492228
1113	75-79	-0.06044030694334168
1113	80-84	-0.041295455288981486
1113	85-89	-0.05244064904077561
1113	90-94	-0.03830764565982747
1113	95-99	-0.031480796537572076
1113	100-104	-0.07698214393131764
1113	105-109	-0.02522801589211099
1113	110-114	-0.025420892770860348
1113	115-119	-0.0339167298561307
1113	120-124	-0.026487993762529527
1113	125-129	-0.01655264446855398
1113	130-134	0.01399305894046421
1113	135-139	0.017705786945974467
1113	140-144	0.022209886677124757
1113	145-148	0.042741742901156954
1114	1	-0.040504729575950194
1114	2	-0.06118084108147315
1114	3	-0.05888616460597973
1114	4	-0.05412863546607838
1114	5	-0.06492489626710096
1114	6	-0.08142053285747153
1114	7	-0.09302041193587485
1114	8	-0.11963270013242777
1114	9	-0.10565765359899615
1114	10-14	-0.2182777526796258
1114	15-19	-0.2020395919561082
1114	20-24	-0.1437369409380267
1114	25-29	-0.16278021958742528
1114	30-34	-0.15690669916196498
1114	35-39	-0.16474444872862648
1114	40-44	-0.13622887260139294
1114	45-49	-0.12483782642044616
1114	50-54	-0.09069505386123922
1114	55-59	-0.09985507903387258
1114	60-64	-0.10138870979439218
1114	65-69	-0.0866295287869221
1114	70-74	-0.1257893956500027
1114	75-79	-0.1302775610980973
1114	80-84	-0.1566077804649666
1114	85-89	-0.15371634868186135
1114	90-94	-0.12873603857236304
1114	95-99	-0.15355724368593116
1114	100-104	-0.17225429038666817
1114	105-109	-0.1600645980678408
1114	110-114	-0.14518763198646667
1114	115-119	-0.14192771388024994
1114	120-124	-0.13557057843002696
1114	125-129	-0.15283958981803636
1114	130-134	-0.12082133806738682
1114	135-139	-0.11679358110819749
1114	140-144	-0.11622883075990842
1114	145-148	-0.06309160106439293
1115	1	-0.01751040858473374
1115	2	-0.046805192008342544
1115	3	-0.03319180221422613
1115	4	-0.03618484139693834
1115	5	-5.899280109957772E-4
1115	6	-0.033866815656260485
1115	7	-0.033219156938905314
1115	8	-0.05247162296665664
1115	9	-0.07020161659868762
1115	10-14	-0.09773296969792966
1115	15-19	-0.12063752828017016
1115	20-24	-0.12227514157393671
1115	25-29	-0.143665423250404
1115	30-34	-0.13544426102976814
1115	35-39	-0.11133027986949173
1115	40-44	-0.09369095097093805
1115	45-49	-0.09485559334881799
1115	50-54	-0.10845473491400526
1115	55-59	-0.09261492625815748
1115	60-64	-0.08423397233728736
1115	65-69	-0.12240957500534222
1115	70-74	-0.11868034613693368
1115	75-79	-0.1738873919580044
1115	80-84	-0.15303092512257876
1115	85-89	-0.17711890898449667
1115	90-94	-0.17694550777783036
1115	95-99	-0.1744289581503935
1115	100-104	-0.24378418846738725
1115	105-109	-0.17438355844687692
1115	110-114	-0.15186205579349377
1115	115-119	-0.1365068404472538
1115	120-124	-0.13438626728888892
1115	125-129	-0.12973383939460348
1115	130-134	-0.1585802918381063
1115	135-139	-0.18729200747227992
1115	140-144	-0.17431667840034493
1115	145-148	-0.10874774127188402
1116	1	0.024761632132580758
1116	2	-0.023720229318669794
1116	3	0.0014801712741245865
1116	4	-0.016584767591560023
1116	5	-0.01637976766689775
1116	6	-0.04656276199957432
1116	7	-0.08632064926673166
1116	8	-0.10488568145011357
1116	9	-0.12016956776031407
1116	10-14	-0.12866878102649792
1116	15-19	-0.167522080352569
1116	20-24	-0.17234388136240852
1116	25-29	-0.21288452386212953
1116	30-34	-0.2014239203006838
1116	35-39	-0.19934360557390818
1116	40-44	-0.20173192031532494
1116	45-49	-0.18970861361325575
1116	50-54	-0.1912888241782298
1116	55-59	-0.22395980194530551
1116	60-64	-0.2765124309258198
1116	65-69	-0.312798518631098
1116	70-74	-0.3629438701133054
1116	75-79	-0.4259138571233052
1116	80-84	-0.3940731957677599
1116	85-89	-0.4055794994649631
1116	90-94	-0.38565435122242064
1116	95-99	-0.40870541496000357
1116	100-104	-0.5050798299956369
1116	105-109	-0.43158790575903794
1116	110-114	-0.40946816777447737
1116	115-119	-0.38931681725355816
1116	120-124	-0.42538836937074365
1116	125-129	-0.46647423553928036
1116	130-134	-0.496493563910299
1116	135-139	-0.5189986042824799
1116	140-144	-0.5495754476694081
1116	145-148	-0.5131434704468809
1201	1	-0.0011518342445100416
1201	2	0.049263026026395096
1201	3	0.06557238253541442
1201	4	0.07615661777862925
1201	5	0.06511953753483368
1201	6	0.07152922398815775
1201	7	0.0683782025133084
1201	8	0.07347224460659874
1201	9	0.12295495393630063
1201	10-14	0.11056771242232344
1201	15-19	0.17540536392529305
1201	20-24	0.1578641544281183
1201	25-29	0.16116673242846247
1201	30-34	0.1653774408216151
1201	35-39	0.17887687966292987
1201	40-44	0.16317799628785679
1201	45-49	0.1204406655003396
1201	50-54	0.12025196865444343
1201	55-59	0.1274746301334062
1201	60-64	0.1324751698015021
1201	65-69	0.15713761144161253
1201	70-74	0.15328245687572206
1201	75-79	0.1300354868253919
1201	80-84	0.10955639029776876
1201	85-89	0.11015765337849359
1201	90-94	0.11354391602746716
1201	95-99	0.11728242782030662
1201	100-104	0.10879901772014478
1201	105-109	0.12966197625551956
1201	110-114	0.1285811256186591
1201	115-119	0.12497621477809417
1201	120-124	0.13285177462842768
1201	125-129	0.12681385422605018
1201	130-134	0.12660426893201304
1201	135-139	0.14207519988965345
1201	140-144	0.14599611956239755
1201	145-148	0.15744536105086127
1202	1	-0.03338576633614565
1202	2	0.014692188886137103
1202	3	0.017373018943189322
1202	4	0.0374017947725207
1202	5	0.03450313853224429
1202	6	0.04073446348099452
1202	7	0.06915523001644885
1202	8	0.0665040755190347
1202	9	0.13903054717436447
1202	10-14	0.11451373733527248
1202	15-19	0.14255565113048618
1202	20-24	0.1127985220913672
1202	25-29	0.1338731875619672
1202	30-34	0.11606371707993901
1202	35-39	0.10784212992696496
1202	40-44	0.11601845051185933
1202	45-49	0.10667519124957892
1202	50-54	0.07166620606737695
1202	55-59	0.07458154830329278
1202	60-64	0.0971574853985544
1202	65-69	0.08665834724337174
1202	70-74	0.08929267474003666
1202	75-79	0.06771821427815183
1202	80-84	0.06466747161685049
1202	85-89	0.04183839952800383
1202	90-94	0.042862799664455054
1202	95-99	0.036480356751404486
1202	100-104	0.03016957386837049
1202	105-109	0.0727440401754933
1202	110-114	0.06398959169077045
1202	115-119	0.05695203826349626
1202	120-124	0.06180789419639865
1202	125-129	0.058026475177207715
1202	130-134	0.05430837109640407
1202	135-139	0.05485315312476047
1202	140-144	0.05300570062730259
1202	145-148	0.05357179825228542
1203	1	-0.022012307456485303
1203	2	0.007753546449841053
1203	3	0.016147885943638585
1203	4	0.03155768382579538
1203	5	0.0786829790903667
1203	6	0.07119022520985396
1203	7	0.0909182101811794
1203	8	0.07926254697519397
1203	9	0.12596022973367837
1203	10-14	0.10803044747723334
1203	15-19	0.14541902403615836
1203	20-24	0.11878216074619274
1203	25-29	0.13894482070114833
1203	30-34	0.13349352907845713
1203	35-39	0.12378479502007167
1203	40-44	0.11372011023208017
1203	45-49	0.08802283901739827
1203	50-54	0.08564874403793965
1203	55-59	0.08504236639449658
1203	60-64	0.07908225939036129
1203	65-69	0.11559218883559197
1203	70-74	0.11441896840621979
1203	75-79	0.12400829394388779
1203	80-84	0.10803099337328348
1203	85-89	0.10483227749671187
1203	90-94	0.11040035523635794
1203	95-99	0.11205693793733928
1203	100-104	0.1000447611407651
1203	105-109	0.12761742132776277
1203	110-114	0.11656294973734305
1203	115-119	0.129927744584883
1203	120-124	0.12915874291540064
1203	125-129	0.12532244565830553
1203	130-134	0.15222218379002328
1203	135-139	0.14756577500201473
1203	140-144	0.13794917779657112
